Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Class
0.30055764,1.083191,0.32130268,0.40056455,0.16433088,0.22890852,0.15821432,0.17866819,0.6164265,0.6161719,0.22294493,0.6430166,0.6106678,0.36547583,0.08066375,0.37359235,0.6861038,-0.34507024,-0.28762102,0.16862237,S
0.15132591,0.6656331,0.36295024,0.260906,-0.05734819,0.20417602,0.10823876,0.28487447,0.6206105,0.6617873,0.14622931,0.64567006,0.7033787,0.20420898,0.028835518,0.42933348,0.72479177,-0.23300818,-0.36147627,0.13759595,S
0.11357321,0.73617,0.13988338,0.4839633,-0.003747243,0.18415016,-0.088030405,0.24697956,0.49038544,0.44267312,-0.006593579,0.42340603,0.7571181,0.13660891,-0.02171039,0.6728768,0.6987782,-0.16442613,-0.5208332,0.22378622,S
0.13655932,-0.08039535,0.13000798,0.343309,0.202342,-0.48330396,0.0467901,0.38397345,0.4136275,0.27039757,0.100093886,0.49736223,0.7453945,0.013495514,-0.030193208,0.58262736,0.5520103,-0.3863518,-0.49663293,0.048050012,S
0.8253869,-0.014734392,-0.08705208,-0.18614945,0.59904855,-0.1753658,-0.20030336,0.31633675,0.9913958,0.31292066,0.14917336,1.186283,0.8736991,0.24915597,0.08870703,0.6831791,0.4775624,-0.34799007,-0.42601916,0.25647634,S
0.8658919,0.04847261,-0.19415294,0.11116858,0.72775686,0.010510108,-0.09069572,0.24380922,1.0813094,0.20398217,0.1454206,1.1476414,0.89368236,0.34703788,0.082350455,0.8307785,0.6047112,-0.2586957,-0.3658364,0.3797672,S
0.5882653,0.87775534,0.03333774,0.030740025,0.5812433,0.33613798,-0.13531695,0.08846579,0.8953964,0.21657778,0.16602753,0.55096424,0.70224357,0.15920934,0.017305814,0.43903285,0.6105028,-0.2494149,-0.32829607,0.24581859,S
0.99817866,0.933327,0.18858033,0.234944,0.86067194,0.44796497,-0.102089144,0.10848852,1.1003226,0.4770257,0.19822279,0.620781,0.9027155,0.2446381,-0.016611777,0.51640755,0.6682637,-0.17245115,-0.5730536,0.12581523,S
0.87410235,0.58233196,0.12856427,0.29106927,1.1357932,0.33935532,-0.035845947,0.17890157,1.3922615,0.4315463,0.27832016,0.5577236,0.96132725,0.1529184,-0.016499849,0.54170024,0.691759,-0.1943071,-0.5215045,0.23422416,S
0.43156242,0.20932351,0.00685143,0.43972096,0.631361,0.008302785,-0.1687103,0.29914808,1.0311817,0.35594124,0.17265265,0.8890396,0.82540506,0.040118214,0.052116293,0.5500985,0.58808,-0.35344988,-0.53950024,0.28708765,S
0.2511152,0.76043844,0.16502889,0.34427232,0.27935034,-0.27076092,-0.1653643,0.17494772,0.8163893,-0.10349119,0.21150607,0.8901935,0.8211114,0.07176525,-0.015174836,0.6509139,0.5291864,-0.32805428,-0.4216077,0.17851572,S
0.8295271,0.69288385,0.2918765,-0.006584392,0.43404436,0.09158763,-0.48567817,0.289699,0.8166684,0.38355014,0.15803787,0.7447245,0.7536026,0.069176026,0.11790217,0.6696982,0.61007994,-0.23995246,-0.4588506,0.2336313,S
0.7893757,0.36897585,0.33634716,0.23290229,0.51561946,0.23360018,0.060609233,0.08645321,0.8994442,0.43886036,0.14711586,0.97542506,0.78659374,0.07059911,0.16611542,0.7271272,0.65295947,-0.3288104,-0.3977531,0.26639265,S
0.24344116,0.12898083,0.48380944,0.4626241,0.5155536,-0.073848784,0.3396819,-0.21356146,0.8436527,-0.042646166,0.18448056,0.8262172,0.94648474,0.05983265,0.06457366,0.60846084,0.73295647,-0.3282883,-0.28103065,0.080774166,S
0.26439887,0.12898083,0.45015126,0.42137426,0.6196246,-0.073848784,0.35368335,0.56587636,0.6997732,-0.042646166,0.40663764,0.9241482,0.7208797,0.05983265,0.059972085,0.79756707,0.6964277,-0.3282883,-0.37199464,0.5571676,S
0.5802867,0.12898083,0.9278483,0.48756307,0.44699633,-0.073848784,0.49462408,0.4281416,0.7297494,-0.042646166,0.3064922,0.935219,0.69563437,0.05983265,0.04258243,0.93103915,0.5190892,-0.3282883,-0.29714137,0.7738324,S
0.59540516,0.12898083,0.8593638,0.64915264,0.50059396,-0.073848784,0.4645088,0.37442195,0.80523646,-0.042646166,0.5178889,0.6851138,0.8302026,0.05983265,0.26951787,0.71591485,0.5048986,-0.3282883,-0.12982318,0.4952196,S
0.51640826,0.12898083,0.7682701,0.39196584,0.45589155,-0.073848784,0.48097208,0.41242296,0.8875319,-0.042646166,0.58065844,0.6439263,0.7043426,0.05983265,0.25718835,0.6848741,0.4028572,-0.3282883,-0.2107694,0.35147354,S
0.39914796,0.12898083,0.50562835,0.25769156,0.4391597,-0.073848784,0.35442576,0.3309852,0.83637226,-0.042646166,0.55855536,0.71694934,0.7414333,0.05983265,0.19830205,0.43296915,0.47260317,-0.3282883,-0.20806022,0.20017993,S
0.53297037,0.12898083,0.75429314,0.8912138,0.53584075,-0.073848784,0.5991519,0.67546004,0.63838506,-0.042646166,0.4992622,0.6810572,0.74112153,0.05983265,0.23176691,0.5072418,0.4688372,-0.3282883,-0.107354276,0.24669941,S
0.3087584,0.12898083,0.47710907,0.69304806,0.5043711,-0.073848784,-0.07675551,0.49571016,0.6602514,-0.042646166,0.33018327,0.66592115,0.6830922,0.05983265,0.25742343,0.4801938,0.39905137,-0.3282883,0.049116142,0.18062945,S
0.023370704,0.12898083,0.36033726,0.17787108,0.020746423,-0.073848784,0.19119348,0.20704107,0.61396617,-0.042646166,0.03148233,0.53422594,0.8410698,0.05983265,0.1447048,0.6042492,0.55865264,-0.3282883,-0.005222993,0.24928363,S
0.6800106,0.12898083,0.43549776,0.6911702,0.49496827,-0.073848784,0.45874485,0.5715074,0.81195986,-0.042646166,0.24273548,0.8394806,0.6370144,0.05983265,0.19210961,0.7115266,0.50797194,-0.3282883,-0.15678853,0.3657115,S
0.33383656,0.12898083,0.61558443,0.5415504,0.3375443,-0.073848784,0.5190143,0.46461412,0.6360878,-0.042646166,0.2514247,0.37139642,0.850764,0.05983265,0.261916,0.7502743,0.54151124,-0.3282883,-0.18209222,0.30753422,S
0.35915986,0.12898083,0.30415598,0.44055894,0.3330858,-0.073848784,-0.089112245,0.2459213,0.81591195,-0.042646166,0.017595284,0.5392759,0.76829827,0.05983265,0.18356937,0.63207823,0.48965085,-0.3282883,-0.42583427,0.3118171,S
0.5558876,0.12898083,0.45393392,0.3194664,0.35305324,-0.073848784,0.29716545,0.19794203,0.809527,-0.042646166,0.4876755,0.6549835,0.66856027,0.05983265,0.23480684,0.58902866,0.3417128,-0.3282883,-0.2331754,0.31193063,S
0.97502875,0.12898083,0.38373324,0.936948,0.6084718,-0.073848784,0.34304953,0.79574543,0.798033,-0.042646166,0.48824763,0.9302761,0.7836075,0.05983265,0.20865308,0.5144181,0.4760373,-0.3282883,-0.37817234,0.2760036,S
0.95094335,0.12898083,0.6481277,0.95539504,0.41373402,-0.073848784,0.07393106,0.79929256,0.6201188,-0.042646166,0.41648042,0.9100781,0.8286109,0.05983265,0.15573497,0.5361434,0.48216373,-0.3282883,-0.30947474,0.10919584,S
0.39825833,0.12898083,0.18265073,0.40889487,0.16036412,-0.073848784,-0.24801871,0.057941843,0.7001382,-0.042646166,0.19489112,0.89787084,0.84266764,0.05983265,0.057186436,0.71421695,0.45587283,-0.3282883,-0.4056974,0.04814581,S
0.09994952,0.12898083,0.24875455,0.31320465,0.113618225,-0.073848784,0.3828117,0.22546044,0.94662255,-0.042646166,0.07645891,0.9419218,0.94292307,0.05983265,0.19210722,0.87005675,0.3998114,-0.3282883,-0.2098576,0.058396317,S
0.21263875,0.12898083,0.31857634,0.2894855,0.4501126,-0.073848784,0.38481104,0.43540406,0.90543896,-0.042646166,0.2793559,0.77719367,0.87171924,0.05983265,0.18802293,0.76540077,0.19884726,-0.3282883,-0.33996224,-0.08596798,S
0.16609624,0.12898083,0.037366997,0.2249511,0.3128397,-0.073848784,0.36640656,0.34291092,0.7660863,-0.042646166,0.28862578,0.61152303,0.80999297,0.05983265,0.1348547,0.66158503,0.26358247,-0.3282883,-0.31976393,-0.00403299,S
0.12718213,0.12898083,0.4843107,0.123552196,0.43957788,-0.073848784,0.014507164,0.40864795,0.8644534,-0.042646166,0.34056237,0.30231804,0.6807735,0.05983265,0.2067526,0.5018446,0.30903998,-0.3282883,-0.16042274,0.040053748,S
0.4681181,0.12898083,0.9930271,0.5035255,0.4191785,-0.073848784,0.60550034,0.5929577,0.89158,-0.042646166,0.63582796,0.44829652,0.7556085,0.05983265,0.1975393,0.62904483,0.32466778,-0.3282883,-0.11824873,0.20886512,S
0.46782193,0.12898083,0.92232335,0.46694484,0.29184213,-0.073848784,0.64786994,0.5102522,0.5143026,-0.042646166,0.576242,0.494035,0.5828895,0.05983265,0.18359827,0.617239,0.34071422,-0.3282883,-0.1484158,0.13154313,S
0.6083012,0.12898083,0.73396,0.43869054,0.6773195,-0.073848784,0.511955,0.72150147,0.913227,-0.042646166,0.39115003,1.1531826,0.58177924,0.05983265,0.12230193,0.5613049,0.34641716,-0.3282883,-0.25713497,0.15604891,S
1.0177552,0.12898083,0.5414585,0.76662487,0.99316293,-0.073848784,0.39889094,1.207713,0.91024595,-0.042646166,0.38229352,1.154558,0.7484038,0.05983265,0.14648384,0.61269337,0.4653778,-0.3282883,-0.15179731,0.37710983,S
0.55483663,0.12898083,1.2256428,0.6634152,0.68184096,-0.073848784,1.184331,1.0901135,0.67874724,-0.042646166,0.99152887,1.1095443,0.6424189,0.05983265,0.17690009,0.5475057,0.2577738,-0.3282883,-0.18983424,0.24100578,S
0.40775082,0.12898083,0.7770511,-0.51178646,0.26777068,-0.073848784,0.5384672,-0.17192426,0.6401652,-0.042646166,0.80101365,0.528934,0.77353036,0.05983265,0.331092,0.7075086,0.3292572,-0.3282883,-0.13896826,-0.051013205,S
0.3669644,0.12898083,0.789389,0.6346543,0.37628546,-0.073848784,0.39060718,0.5594443,0.39680725,-0.042646166,0.45966446,0.5323824,0.6694545,0.05983265,0.3643329,0.71217734,0.37156698,-0.3282883,-0.13735425,0.0901274,S
0.42869827,0.12898083,1.0728974,0.7614034,0.5070362,-0.073848784,0.78630817,0.5695941,0.7315063,-0.042646166,0.63578606,0.5516091,0.7164732,0.05983265,0.27382976,0.5720912,0.49094433,-0.3282883,-0.17226644,0.07865682,S
0.64492726,0.12898083,0.88276803,0.38079613,0.7603128,-0.073848784,0.741154,0.011589742,0.8534017,-0.042646166,0.5854764,0.40508878,0.8191563,0.05983265,0.16308029,0.4450022,0.433478,-0.3282883,-0.16815412,0.07359173,S
0.35926703,0.12898083,0.8537005,0.6745405,0.31524432,-0.073848784,0.4796946,0.3652863,0.5398623,-0.042646166,0.55195993,0.8255416,0.54113257,0.05983265,0.09654617,0.35365388,0.29330215,-0.3282883,-0.111696295,0.18066116,S
0.64898574,0.12898083,0.64829284,0.5364348,0.38292944,-0.073848784,0.5568926,0.31496793,0.8464192,-0.042646166,0.6442348,0.79080343,0.6623548,0.05983265,0.08386217,0.39185506,0.34465003,-0.3282883,-0.26458254,0.1371324,S
0.93166757,0.12898083,0.69588923,0.4895248,0.7247906,-0.073848784,0.6283173,0.2977791,1.0528587,-0.042646166,0.5869352,0.83532727,0.7156578,0.05983265,0.04353419,0.48973078,0.444059,-0.3282883,-0.21305332,0.12949802,S
0.33453777,0.12898083,0.3514204,0.068078265,0.27507603,-0.073848784,0.19992715,0.13174939,0.6629518,-0.042646166,0.59147125,0.69627607,0.7100206,0.05983265,0.11285396,0.48575193,0.43711716,-0.3282883,-0.3193731,0.19580343,S
-0.0959552,0.12898083,0.27972817,-0.07399507,0.09793975,-0.073848784,0.08677005,-0.024453662,0.6115793,-0.042646166,0.27730554,0.52210283,0.8025811,0.05983265,0.13286705,0.59219104,0.2758982,-0.3282883,-0.14447995,0.17521726,S
-0.02044884,0.12898083,0.40027872,0.039610684,0.094550475,-0.073848784,0.063762516,0.08571824,0.6052434,-0.042646166,0.3974818,0.46181273,0.7369024,0.05983265,0.18627815,0.61513835,0.36509728,-0.3282883,-0.27489674,0.18757764,S
0.40549922,0.12898083,0.6868188,0.4560776,0.09053451,-0.073848784,0.42243597,0.26022428,0.5458815,-0.042646166,0.12549733,0.57048535,0.816506,0.05983265,0.29392552,0.52568245,0.60885066,-0.3282883,-0.21938828,0.24702546,S
0.27772406,0.12898083,0.44235227,0.25332114,0.19280985,-0.073848784,0.1685973,0.17961317,0.5665344,-0.042646166,0.25951323,0.75311357,0.64257735,0.05983265,0.063862674,0.51519585,0.50973463,-0.3282883,-0.2104178,0.023001755,S
0.08009003,0.12898083,0.32387313,0.19367827,0.40685275,-0.073848784,0.044829786,0.549179,0.55243546,-0.042646166,0.31331405,0.6673131,0.65382725,0.05983265,0.1235009,0.6068585,0.412253,-0.3282883,-0.11126578,-0.04130366,S
0.20080918,0.12898083,0.33212206,0.24682373,0.18501593,-0.073848784,-0.20970267,0.34036425,0.4992578,-0.042646166,0.16104046,0.46136707,0.6956756,0.05983265,0.11153124,0.31779474,0.32076702,-0.3282883,-0.22478957,-0.15230952,S
0.19201146,0.12898083,0.34417436,0.34162816,0.086447954,-0.073848784,-0.3265826,0.35460538,0.62155277,-0.042646166,-0.08307027,0.3074128,0.72656554,0.05983265,0.14616944,0.51339024,0.14765127,-0.3282883,-0.28994313,0.08934499,S
-0.009505398,0.12898083,0.28480226,0.31436732,0.27440646,-0.073848784,-0.42595503,0.45104682,0.7801647,-0.042646166,0.15652019,0.63165575,0.6098044,0.05983265,0.1632196,0.5771144,0.50484866,-0.3282883,-0.25332493,0.12625244,S
0.17981091,0.12898083,0.3819523,0.57748914,-0.062469084,-0.073848784,0.1436073,0.4412469,0.7677284,-0.042646166,0.39334238,0.62875175,0.780235,0.05983265,0.22454382,0.5321818,0.470977,-0.3282883,-0.111282,0.21849728,S
0.5264823,0.12898083,0.64465,0.9338774,0.0697407,-0.073848784,0.35325038,0.4145797,0.4870233,-0.042646166,0.22643569,0.5847716,0.7273305,0.05983265,0.28563416,0.54684657,0.29529434,-0.3282883,-0.08975926,0.11265853,S
0.3717935,0.12898083,0.7737174,0.5862612,0.11057707,-0.073848784,0.22067633,0.14401777,-0.0739577,-0.042646166,-0.14124349,0.49395993,0.74957657,0.05983265,0.22836274,0.48439723,0.17460945,-0.3282883,-0.20262207,0.034260135,S
-0.18715888,0.12898083,0.47417226,0.61006683,0.24523266,-0.073848784,0.646043,0.7325171,0.5470903,-0.042646166,0.70547146,0.5068111,0.8446407,0.05983265,0.15904239,0.54500747,0.4396384,-0.3282883,-0.24535038,0.17027573,S
0.3973583,0.12898083,0.9697739,0.7548061,0.42768648,-0.073848784,0.9038916,0.64931136,0.69215065,-0.042646166,0.828487,0.82788163,0.768507,0.05983265,0.42473695,0.6245384,0.44269884,-0.3282883,-0.18870968,0.30633855,S
0.43298423,0.12898083,0.96542174,0.64383733,0.44563743,-0.073848784,0.8672692,0.31401646,0.72082204,-0.042646166,0.79798305,0.97460496,0.7894002,0.05983265,0.25003043,0.7568625,0.30672148,-0.3282883,-0.18157504,0.24151337,S
0.5692546,0.12898083,0.65840364,0.49262962,0.23027022,-0.073848784,0.58392924,0.36246163,0.7371976,-0.042646166,0.73809373,1.0942427,0.9241922,0.05983265,0.12016006,0.90349513,0.2887466,-0.3282883,-0.23231697,0.3012386,S
0.470574,0.12898083,0.80900776,0.5848164,0.529688,-0.073848784,0.43909165,0.49589476,0.7204712,-0.042646166,0.49690837,0.7885818,0.7552625,0.05983265,0.27083206,0.77944285,0.45763665,-0.3282883,-0.24258289,0.26343352,S
0.75095004,0.12898083,0.44092003,0.68334836,0.33680728,-0.073848784,0.1742483,0.6143932,0.7732427,-0.042646166,0.584364,0.8194849,0.80127203,0.05983265,0.37850997,0.7313578,0.3148537,-0.3282883,-0.23916663,0.33898154,S
0.8178618,0.12898083,0.34668916,0.99587667,0.71050274,-0.073848784,0.26224926,0.90496826,0.9987028,-0.042646166,0.50692385,1.3164312,0.9936185,0.05983265,0.21192952,0.83016634,0.14979059,-0.3282883,-0.34375644,0.21046458,S
0.3171823,0.12898083,0.60360557,0.886448,0.4116242,-0.073848784,0.35909334,0.8831831,0.891389,-0.042646166,0.5765785,1.3114578,0.8523984,0.05983265,0.35893908,0.8964847,0.18947156,-0.3282883,-0.10851748,0.1545537,S
0.6803747,0.12898083,0.28895167,0.84784806,0.74602526,-0.073848784,0.37362987,0.9199235,1.0170602,-0.042646166,0.73866457,1.3075821,0.6248181,0.05983265,0.35485962,0.6441536,0.26850182,-0.3282883,-0.12660205,0.044024076,S
0.6665747,0.12898083,0.85143954,0.60878724,0.5820196,-0.073848784,0.65219545,0.5431621,0.98215306,-0.042646166,0.7363643,1.1407521,0.56452864,0.05983265,0.34035096,0.58783025,0.349934,-0.3282883,-0.14478308,0.19752108,S
0.52208453,0.12898083,0.8829374,0.49487713,0.51137525,-0.073848784,0.7354838,0.63614595,0.6893782,-0.042646166,0.6521689,0.672814,0.7923761,0.05983265,0.30943128,0.58297026,0.26293615,-0.3282883,-0.04154902,0.23119038,S
0.42074376,0.12898083,0.7509448,0.45154864,0.42373094,-0.073848784,0.53489834,0.645806,0.68533283,-0.042646166,0.588254,0.6317418,0.75789195,0.05983265,0.35920167,0.6725411,0.25193098,-0.3282883,-0.036320474,0.13003042,S
0.41699544,0.12898083,0.49769145,0.019247014,0.33973524,-0.073848784,0.24233939,0.33398283,0.7231195,-0.042646166,0.28970823,0.65729487,0.8567751,0.05983265,0.3438025,0.8413957,0.31742755,-0.3282883,-0.20188877,-0.029219775,S
0.40642613,0.12898083,0.66637045,0.16011988,0.42153805,-0.073848784,0.14466673,0.32648376,0.65965766,-0.042646166,0.32318032,0.6518442,0.776882,0.05983265,0.28683618,0.84261227,0.3309073,-0.3282883,-0.14416292,0.116218604,S
0.21008433,0.12898083,0.385361,0.13784601,0.08832161,-0.073848784,0.04978671,0.16680445,0.6380113,-0.042646166,0.18884425,0.6460379,0.62956125,0.05983265,0.27586174,0.57766414,0.31379616,-0.3282883,-0.025977446,0.2742184,S
0.26608756,0.12898083,-0.064159565,0.029160092,0.37126973,-0.073848784,-0.003318918,0.22754577,0.7752597,-0.042646166,0.31357113,0.72254485,0.62237126,0.05983265,0.24021244,0.6913219,0.30052948,-0.3282883,-0.2409643,0.14064658,S
0.29499552,0.12898083,-0.01673315,0.001397639,0.38353345,-0.073848784,0.065227486,0.30194524,0.8435224,-0.042646166,0.4679027,0.93122375,0.8851925,0.05983265,0.27075505,0.76147556,0.36084455,-0.3282883,-0.49239865,-0.059348807,S
0.23662563,0.12898083,0.19381177,0.16596538,0.19132829,-0.073848784,-0.36496127,0.19060044,0.52502215,-0.042646166,0.29550564,0.5862219,0.7100227,0.05983265,0.1588288,0.60542095,0.35330442,-0.3282883,-0.27724677,0.12624398,S
0.28434604,0.12898083,0.27230838,0.4392836,0.19919753,-0.073848784,0.32836062,0.5930032,0.5834228,-0.042646166,0.46494716,0.82575446,0.7762624,0.05983265,0.29676616,0.7586379,0.3280525,-0.3282883,0.000943848,0.30934167,S
0.51381993,0.12898083,0.3326791,0.41769317,0.5852534,-0.073848784,0.3140494,0.6005997,0.7123734,-0.042646166,0.28216898,0.7181,0.8610306,0.05983265,0.17547907,0.78871316,0.26031724,-0.3282883,-0.05551387,0.17452313,S
0.5057814,0.12898083,0.6659952,0.7617088,0.47050476,-0.073848784,0.25730202,0.5214761,0.6533267,-0.042646166,0.4322571,0.53597844,0.67712736,0.05983265,0.14448997,0.7786884,0.3667928,-0.3282883,0.08749007,0.33857477,S
0.5449613,0.12898083,0.6192738,0.49309686,0.25594497,-0.073848784,0.21857241,0.610198,0.7626695,-0.042646166,0.43457866,0.52901655,0.76884246,0.05983265,0.24507885,0.8891832,0.60554713,-0.3282883,0.12567051,0.4597992,S
1.0214185,0.12898083,0.5848926,0.506313,0.7930698,-0.073848784,0.44796968,0.58443433,1.2110301,-0.042646166,0.61022216,0.5902162,0.83052117,0.05983265,0.40096438,0.7402304,0.45193535,-0.3282883,0.04722693,0.14648935,S
1.4397693,0.12898083,0.669799,0.6345251,1.2279632,-0.073848784,0.53033847,0.62734014,1.1644108,-0.042646166,0.6062011,0.5034321,0.70186114,0.05983265,0.341162,0.7046816,0.30911505,-0.3282883,-0.032926895,-0.09538152,S
0.7899092,0.12898083,0.59424406,0.85185534,0.544045,-0.073848784,0.45871004,0.5727258,0.43681237,-0.042646166,0.46872342,0.62467676,0.86441064,0.05983265,0.31391874,0.93201256,0.43562227,-0.3282883,-0.42756054,0.09558367,S
0.9105689,0.12898083,0.5391869,1.0095496,0.608366,-0.073848784,0.34520918,0.6926701,0.4361264,-0.042646166,0.46721056,0.57677317,0.812021,0.05983265,0.25521564,0.88337445,0.37925193,-0.3282883,-0.38616288,0.019313702,S
0.5302783,0.12898083,1.160519,0.4199106,0.61664706,-0.073848784,0.26527083,0.43025637,0.56097573,-0.042646166,0.49837255,0.5782579,0.73859376,0.05983265,0.44076097,0.63277704,0.48332262,-0.3282883,-0.11661818,0.27547044,S
0.36983153,0.12898083,0.92115855,0.25893414,0.33945385,-0.073848784,0.2998144,0.41685715,0.60775024,-0.042646166,0.5509745,0.4722117,0.74461174,0.05983265,0.2909219,0.5940234,0.44884765,-0.3282883,-0.17946105,0.24712981,S
0.2980166,0.12898083,0.61473775,0.09021717,0.30609307,-0.073848784,0.51350015,0.55150986,0.54796225,-0.042646166,0.69978625,0.44160256,0.8786999,0.05983265,0.23622589,0.60053825,0.22358455,-0.3282883,-0.30272084,0.15588039,S
0.28415272,0.12898083,0.62932533,0.092105694,0.15937746,-0.073848784,0.65320814,0.42061964,0.3193349,-0.042646166,0.5503887,0.16673675,0.9627737,0.05983265,0.057898685,0.5464717,0.13042565,-0.3282883,-0.28901407,0.084634356,S
0.28415272,0.12898083,0.51872885,0.092105694,0.15937746,-0.073848784,0.53091836,0.42061964,0.3193349,-0.042646166,0.3112656,0.16673675,0.9627737,0.05983265,0.13809443,0.5464717,0.13042565,-0.3282883,-0.42071995,0.084634356,S
0.28415272,0.12898083,0.51872885,0.092105694,0.15937746,-0.073848784,0.53091836,0.42061964,0.3193349,-0.042646166,0.3112656,0.16673675,0.9627737,0.05983265,0.13809443,0.5464717,0.13042565,-0.3282883,-0.42071995,0.084634356,S
0.8888107,0.12898083,0.78435445,0.980154,0.49199978,-0.073848784,0.464508,0.6113486,0.7308193,-0.042646166,0.33526486,0.8316709,0.6988797,0.05983265,0.17135508,0.9162703,0.47590366,-0.3282883,-0.17614698,0.4450089,S
0.6427899,0.12898083,0.43400136,0.6155204,0.53110176,-0.073848784,0.17902583,0.62568784,1.0168839,-0.042646166,0.49635133,1.2970921,0.84307116,0.05983265,0.29266852,0.98907816,0.3762893,-0.3282883,-0.12953839,0.46653116,S
0.8266648,0.12898083,0.54525316,0.67533153,0.74662375,-0.073848784,0.19744359,0.8311342,1.0837976,-0.042646166,0.6757406,1.348773,0.7840534,0.05983265,0.17492747,0.73211014,0.30519685,-0.3282883,-0.22814408,0.42253122,S
1.0095857,0.12898083,0.80868727,0.9280741,0.928263,-0.073848784,0.26887676,0.7433406,1.0838068,-0.042646166,0.6418142,1.2816612,0.82456136,0.05983265,0.18889284,0.7078613,0.27736843,-0.3282883,-0.24451607,0.48626667,S
1.060208,0.12898083,0.5491064,0.95306456,1.0022259,-0.073848784,0.024969494,0.8419577,1.1284602,-0.042646166,0.64173526,1.2725133,0.8165098,0.05983265,0.16248585,0.78413564,0.16839959,-0.3282883,-0.17340155,0.2525121,S
0.50764036,0.12898083,0.29606116,0.162168,0.39811406,-0.073848784,0.24559808,0.22497596,0.78882563,-0.042646166,0.6099626,0.6464511,0.5289812,0.05983265,0.21278006,0.77350456,0.29375532,-0.3282883,-0.06148364,0.3723386,S
0.5077533,0.12898083,0.5028595,0.7112336,0.417619,-0.073848784,0.14584893,0.52074444,0.860563,-0.042646166,-0.006525347,0.8361529,0.68835616,0.05983265,0.31254217,1.0325072,0.26436332,-0.3282883,-0.36751497,0.67908204,S
0.53724897,0.12898083,0.5727283,0.8308721,0.3837061,-0.073848784,0.18856937,0.6639446,0.860563,-0.042646166,-0.008486815,0.8539905,0.7364152,0.05983265,0.3229141,0.9750546,0.27967307,-0.3282883,-0.3858938,0.8042789,S
