Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Class
0.05800277,0.14918818,0.424472,0.008783558,0.24955721,-0.21027465,-0.39974272,0.16918093,0.7218295,0.25179985,0.25803497,0.761533,0.6083389,-0.023911798,-0.04552086,0.38060597,0.31056666,-0.4339964,-0.62505716,-0.15267128,S
-0.001710818,0.4175815,0.49467602,0.10413252,-0.08331691,-0.06669908,-0.38561997,0.2538991,0.51341945,0.04573426,0.022995193,0.7262275,0.58254194,-0.04459654,0.001572845,0.29337704,0.26834285,-0.39429778,-0.47376776,-0.19618087,S
-0.08017588,0.48497763,0.10614087,0.004850632,0.077719204,-0.003433009,-0.19425768,0.12627532,0.66122127,0.18950947,0.17188685,0.6035361,0.6751513,-0.075010285,0.022119325,0.17628582,0.43320438,-0.5039352,-0.50648534,-0.17015894,S
-0.47976497,1.1183884,0.008462404,-0.16132134,0.3153071,0.4691623,-0.07684365,0.19322444,0.59371585,0.20052578,0.038003292,0.58324933,0.72548205,-0.034692142,0.037752878,0.17126468,0.6164527,-0.53595805,-0.6131272,-0.049338143,S
-0.47976497,0.83796924,0.008462404,-0.16132134,0.3153071,0.6755054,-0.07684365,0.19322444,0.59371585,0.5725074,0.038003292,0.58324933,0.72548205,0.07423401,0.037752878,0.17126468,0.6164527,-0.47701684,-0.6131272,-0.049338143,S
-0.47976497,1.1605103,0.008462404,-0.16132134,0.3153071,0.96926475,-0.07684365,0.19322444,0.59371585,0.7366536,0.038003292,0.58324933,0.72548205,0.052247368,0.037752878,0.17126468,0.6164527,-0.5028402,-0.6131272,-0.049338143,S
0.8720367,0.7453059,0.61193204,1.0844415,0.42145488,0.19644006,-0.21118268,1.0096895,0.73409086,0.35138676,-0.41044122,0.8853247,0.6160851,0.7824461,0.5195964,0.86007667,0.24873649,0.3152446,0.35177734,0.5873928,A
0.8720367,0.7453059,0.61193204,1.0844415,0.42145488,0.19644006,-0.21118268,1.0096895,0.73409086,0.35138676,-0.41044122,0.8853247,0.6160851,0.7824461,0.5195964,0.86007667,0.24873649,0.3152446,0.35177734,0.5873928,A
0.8720367,0.647698,0.7310342,1.0844415,0.42145488,0.15401937,0.60133916,1.0096895,0.73409086,0.38710982,0.32979324,0.8853247,0.6160851,0.3201251,0.66702116,0.86007667,0.24873649,0.21786878,0.4598598,0.5873928,A
0.8720367,0.885781,0.6803214,1.0844415,0.42145488,0.35362,0.6241015,1.0096895,0.73409086,0.478369,0.59237444,0.8853247,0.6160851,0.28773546,0.7345764,0.86007667,0.24873649,0.28530782,0.38447276,0.5873928,A
0.8720367,0.9345613,0.8167821,1.0844415,0.42145488,0.63185614,0.8395112,1.0096895,0.73409086,0.37901095,0.47339144,0.8853247,0.6160851,0.2319213,0.7694048,0.86007667,0.24873649,0.29421344,0.32799387,0.5873928,A
0.8720367,0.9345613,0.8167821,1.0844415,0.42145488,0.63185614,0.8395112,1.0096895,0.73409086,0.37901095,0.47339144,0.8853247,0.6160851,0.2319213,0.7694048,0.86007667,0.24873649,0.29421344,0.32799387,0.5873928,A
0.8720367,0.9345613,0.8167821,1.0844415,0.42145488,0.63185614,0.8395112,1.0096895,0.73409086,0.37901095,0.47339144,0.8853247,0.6160851,0.2319213,0.7694048,0.86007667,0.24873649,0.29421344,0.32799387,0.5873928,A
0.8720367,0.8131291,0.8167821,1.0844415,0.42145488,0.26820138,0.8395112,1.0096895,0.73409086,0.2309363,0.47339144,0.8853247,0.6160851,0.4366408,0.7694048,0.86007667,0.24873649,0.43458498,0.32799387,0.5873928,A
0.8720367,0.68827254,0.8167821,1.0844415,0.42145488,0.21950555,0.8395112,1.0096895,0.73409086,0.24634823,0.47339144,0.8853247,0.6160851,0.3874464,0.7694048,0.86007667,0.24873649,0.30223745,0.32799387,0.5873928,A
0.8720367,0.7234802,1.294937,1.0844415,0.42145488,0.39212954,0.8773132,1.0096895,0.73409086,0.3589552,0.52323824,0.8853247,0.6160851,0.47337148,0.8274542,0.86007667,0.24873649,0.19336097,0.5459781,0.5873928,A
0.8720367,0.8595637,1.294937,1.0844415,0.42145488,0.5798841,0.8773132,1.0096895,0.73409086,0.41116026,0.52323824,0.8853247,0.6160851,0.35024393,0.8274542,0.86007667,0.24873649,0.18716374,0.5459781,0.5873928,A
0.8720367,0.6769191,1.294937,1.0844415,0.42145488,0.22289884,0.8773132,1.0096895,0.73409086,0.2181742,0.52323824,0.8853247,0.6160851,0.3008053,0.8274542,0.86007667,0.24873649,0.008311101,0.5459781,0.5873928,A
0.8720367,0.6959228,1.294937,1.0844415,0.42145488,0.103965305,0.8773132,1.0096895,0.73409086,-0.1462627,0.52323824,0.8853247,0.6160851,0.3291134,0.8274542,0.86007667,0.24873649,-0.1773006,0.5459781,0.5873928,A
0.8720367,0.6959228,1.294937,1.0844415,0.42145488,0.103965305,0.8773132,1.0096895,0.73409086,-0.1462627,0.52323824,0.8853247,0.6160851,0.3291134,0.8274542,0.86007667,0.24873649,-0.1773006,0.5459781,0.5873928,A
1.5704663,0.74723715,0.73695713,1.0844415,1.243056,0.42538017,0.38329306,1.0096895,0.9230026,0.27443394,0.5404848,0.8853247,0.6843754,0.19467236,0.6837506,0.86007667,0.21001524,-0.14554855,0.3555341,0.5873928,A
1.5169135,0.85591245,0.69877785,1.0780251,1.2790121,0.41357812,-0.1463954,0.714354,0.9079031,0.23768316,0.1681333,0.836907,0.6196017,0.10933414,0.73527086,1.0560018,0.23102249,-0.13773066,0.2676979,1.0394325,A
1.5169135,0.9742689,0.76554734,1.0780251,1.2790121,0.53177196,-0.20805322,0.714354,0.9079031,0.23768316,0.16275753,0.836907,0.6196017,0.13344727,0.7548717,1.0560018,0.23102249,-0.078075476,0.21175297,1.0394325,A
1.5169135,0.54967964,0.76554734,1.0780251,1.2790121,-0.12513953,-0.20805322,0.714354,0.9079031,-0.03612991,0.16275753,0.836907,0.6196017,0.4445565,0.7548717,1.0560018,0.23102249,0.15646257,0.21175297,1.0394325,A
1.5169135,0.6492838,0.76554734,1.0780251,1.2790121,0.088994116,-0.20805322,0.714354,0.9079031,0.06622055,0.16275753,0.836907,0.6196017,0.5061519,0.7548717,1.0560018,0.23102249,0.12330564,0.21175297,1.0394325,A
1.5169135,0.69093484,0.6843244,1.0780251,1.2790121,0.1516712,0.7779002,0.714354,0.9079031,0.0933068,0.510511,0.836907,0.6196017,0.45254114,0.52443045,1.0560018,0.23102249,0.1966809,0.26780578,1.0394325,A
1.1497962,0.750504,0.50220555,1.0780251,0.6847196,0.051279098,0.50871736,0.714354,0.7885361,-0.08891314,0.510511,0.836907,0.74148077,0.24983443,0.5912521,1.0560018,0.24723557,0.11981247,0.3728839,1.0394325,A
1.2015035,0.43628,0.18117374,1.0780251,0.68818754,-0.24203472,-0.18099095,0.714354,0.7616795,-0.10940219,0.012994221,0.836907,0.75434947,0.21704085,0.63658965,1.0560018,0.27681223,0.15268926,0.42702118,1.0394325,A
1.0739288,0.43628,0.18117374,1.0780251,0.53425115,-0.24203472,-0.18099095,0.714354,1.257472,-0.10940219,0.012994221,0.836907,0.6828466,0.21704085,0.63658965,1.0560018,0.20417647,0.15268926,0.42702118,1.0394325,A
1.0739288,0.43628,0.18117374,1.0780251,0.53425115,-0.24203472,-0.18099095,0.714354,1.257472,-0.10940219,0.012994221,0.836907,0.6828466,0.21704085,0.63658965,1.0560018,0.20417647,0.15268926,0.42702118,1.0394325,A
0.6440734,0.78012776,0.6860755,1.0780251,0.5584139,0.44623113,0.50503314,0.714354,1.1180885,0.67991436,0.5325755,0.836907,0.6634942,0.42418176,0.6847648,1.0560018,0.34025508,0.2925133,0.4010959,1.0394325,A
0.8429923,0.6497359,0.67051774,0.8610608,0.6797899,0.2516648,0.47177425,0.51036376,0.91891205,0.36216164,0.5325755,0.6258454,0.6352788,0.3338069,0.60395366,0.88736004,0.40567982,0.28847682,0.3949394,0.6665193,A
0.8724475,0.7011878,0.70994204,0.77356565,0.752016,0.43886152,0.52213067,0.42881507,0.8028594,0.5431591,0.5325755,0.39295888,0.69552326,0.40337652,0.5907489,0.8799307,0.44961292,0.34429294,0.39298072,0.5262165,A
0.80298275,0.8779543,0.70994204,0.77356565,0.80249476,0.5472518,0.52213067,0.42881507,0.77927536,0.51487774,0.5325755,0.39295888,0.79353607,0.4531628,0.5907489,0.8799307,0.423797,0.35752243,0.39298072,0.5262165,A
0.80298275,0.8779543,0.70994204,0.77356565,0.80249476,0.5472518,0.52213067,0.42881507,0.77927536,0.51487774,0.5325755,0.39295888,0.79353607,0.4531628,0.5907489,0.8799307,0.423797,0.35752243,0.39298072,0.5262165,A
0.80298275,0.8779543,0.70994204,0.77356565,0.80249476,0.5472518,0.52213067,0.42881507,0.77927536,0.51487774,0.5325755,0.39295888,0.79353607,0.4531628,0.5907489,0.8799307,0.423797,0.35752243,0.39298072,0.5262165,A
1.1571586,0.8779543,0.70994204,0.77356565,0.994744,0.5472518,0.52213067,0.42881507,1.2932293,0.51487774,0.5325755,0.39295888,0.762432,0.4531628,0.5907489,0.8799307,0.32161513,0.35752243,0.39298072,0.5262165,A
1.1571586,0.8779543,0.70994204,0.77356565,0.994744,0.5472518,0.52213067,0.42881507,1.2932293,0.51487774,0.5325755,0.39295888,0.762432,0.4531628,0.5907489,0.8799307,0.32161513,0.35752243,0.39298072,0.5262165,A
1.1571586,0.8779543,0.70994204,0.77356565,0.994744,0.5472518,0.52213067,0.42881507,1.2932293,0.51487774,0.5325755,0.39295888,0.762432,0.4531628,0.5907489,0.8799307,0.32161513,0.35752243,0.39298072,0.5262165,A
1.1571586,0.8779543,0.70994204,0.77356565,0.994744,0.5472518,0.52213067,0.42881507,1.2932293,0.51487774,0.5325755,0.39295888,0.762432,0.4531628,0.5907489,0.8799307,0.32161513,0.35752243,0.39298072,0.5262165,A
1.1571586,0.78124833,0.70994204,0.77356565,0.994744,0.7683488,0.52213067,0.42881507,1.2932293,0.6872696,0.5325755,0.39295888,0.762432,0.25309384,0.5907489,0.8799307,0.32161513,0.16388367,0.39298072,0.5262165,A
1.1571586,0.6921787,0.70994204,0.77356565,0.994744,0.32854742,0.52213067,0.42881507,1.2932293,0.08839073,0.5325755,0.39295888,0.762432,0.20224935,0.5907489,0.8799307,0.32161513,0.04314376,0.39298072,0.5262165,A
1.1798841,0.61893123,0.70994204,0.77356565,1.6089133,0.46647206,0.52213067,0.42881507,1.1045392,-0.038728736,0.5325755,0.39295888,0.95975393,0.27540082,0.5907489,0.8799307,0.43924317,-0.014057479,0.39298072,0.5262165,A
0.79601824,0.15987538,0.29171968,0.74499154,0.91102237,0.11901717,-0.17611532,0.17428336,0.99793583,0.15219453,0.33666286,0.56917197,0.653147,0.40343767,0.51458174,0.74290067,0.34685782,0.17590563,0.17175391,0.7256229,A
0.6401207,0.45403913,0.33224195,0.8842431,0.31308267,0.2953533,-0.06510658,0.4981566,0.74339783,0.14821835,0.47615048,0.75767887,0.6781344,0.4607144,0.43758374,0.93955594,0.4088771,0.27957442,0.25399542,0.71195275,A
0.61907965,0.6708068,0.775497,0.8842431,0.3013515,0.50373465,0.2083976,0.4981566,0.6103443,0.21081716,0.47351906,0.75767887,0.8710047,0.3754067,0.52590024,0.93955594,0.5779632,0.15468836,0.34114817,0.71195275,A
0.61907965,0.8662602,0.90021724,0.8842431,0.3013515,0.54579884,0.5137761,0.4981566,0.6103443,0.25588045,0.7437539,0.75767887,0.8710047,0.3811509,0.5460604,0.93955594,0.5779632,0.21212015,0.25531968,0.71195275,A
0.61907965,0.8242851,0.9453234,0.8842431,0.3013515,0.59495634,0.52570915,0.4981566,0.6103443,-0.023902033,0.7344164,0.75767887,0.8710047,0.26884714,0.40326443,0.93955594,0.5779632,0.25333247,0.22289526,0.71195275,A
0.61907965,0.40319973,0.9595488,0.8842431,0.3013515,0.39046866,0.3869895,0.4981566,0.6103443,-0.23094983,0.36290887,0.75767887,0.8710047,0.29831478,0.38077822,0.93955594,0.5779632,0.24086097,0.26499507,0.71195275,A
0.7466797,0.18267736,0.22433265,1.1201316,0.496168,-0.049838282,-0.58140916,0.741419,0.89008594,0.14060792,0.24694206,0.8356046,0.8261046,0.40108123,0.69267845,0.6766078,0.48818633,0.21500036,0.25201228,0.4035373,A
0.56785697,0.08490676,0.48145095,1.0834271,0.48988196,-0.1973288,-0.0868185,1.0314087,0.9136584,0.16510755,0.39566085,1.0593066,0.8252492,0.37678456,0.50932825,0.8025308,0.5596948,0.17086789,0.1765343,0.33006015,A
0.493032,0.4360938,0.77399987,0.944706,0.52513963,-0.02808043,-0.049411412,1.0090482,0.5280623,0.12307824,0.28748545,0.86118984,0.8250674,0.36315042,0.37243432,0.88061213,0.53960615,0.23068385,0.10180554,0.30694023,A
0.6817066,0.5124825,0.32020125,0.8434116,0.5995504,-0.050357196,-0.07808268,0.37935498,0.75234085,-0.038409438,0.18896098,0.3129431,0.5721435,0.21463494,0.44540152,0.7147356,0.22423634,0.17532152,0.2884653,0.466532,A
0.62856895,0.67428464,0.2819848,0.77507293,0.4479665,0.06461751,0.13938421,0.41435158,0.91568,0.3308521,0.50172776,0.46607837,0.80833787,0.2694945,0.43145502,0.6999722,0.34810197,0.053719506,0.14842847,0.5242902,A
0.96056134,0.79533637,0.323475,0.4565079,0.6576224,0.35349038,0.38640875,0.27485165,1.022463,0.44113103,0.4649111,0.40836114,0.9608403,0.5764238,0.3856968,0.5523768,0.43394879,0.21262363,0.2939507,0.6244614,A
1.2226967,0.3666037,0.7628443,0.4565079,0.87202513,0.34722096,0.49731913,0.27485165,0.90349126,0.6576542,0.18690117,0.40836114,0.8742165,0.6116383,0.50907934,0.5523768,0.43023732,0.069736935,0.17045237,0.6244614,A
1.2226967,0.7475685,0.5919906,0.4565079,0.87202513,0.1204283,0.28636038,0.27485165,0.90349126,0.5281156,0.18903464,0.40836114,0.8742165,0.61676246,0.65286845,0.5523768,0.43023732,0.26943612,0.22267243,0.6244614,A
0.6959871,0.66278714,0.25923157,0.6783104,0.33208308,-0.12922809,0.09042729,0.5677791,0.8514015,0.17106636,0.19926968,0.511994,0.76027215,0.5107331,0.65517926,0.95805115,0.52768695,0.38654286,0.3379807,0.60092694,A
0.66201174,0.63831776,0.65308005,0.6373363,0.32532662,0.18595952,-0.17197645,0.52962035,0.8482421,0.17027177,0.31578904,0.5090576,0.782118,0.69063765,0.5156635,0.9738423,0.5302653,0.1254256,0.13880546,0.613693,A
0.66201174,0.9087557,0.85452276,0.6373363,0.32532662,0.49498308,0.39231887,0.52962035,0.8482421,0.42555398,0.5369445,0.5090576,0.782118,0.47339907,0.6683458,0.9738423,0.5302653,0.06537064,0.38655046,0.613693,A
0.66201174,0.7773446,0.6188731,0.6373363,0.32532662,0.29830304,0.36560205,0.52962035,0.8482421,0.4429163,0.50888705,0.5090576,0.782118,0.4262354,0.60823137,0.9738423,0.5302653,0.22626346,0.3542862,0.613693,A
0.66201174,0.7420571,0.79971945,0.6373363,0.32532662,0.22555342,0.3043121,0.52962035,0.8482421,0.39572823,0.35517916,0.5090576,0.782118,0.61064655,0.45260888,0.9738423,0.5302653,0.21440892,0.23289286,0.613693,A
1.1546972,0.54395854,0.883862,0.6373363,1.0554017,-0.27618286,0.180199,0.52962035,0.723207,0.09353219,0.33488974,0.5090576,0.620803,0.35116285,0.39079428,0.9738423,0.54058754,0.2255472,0.32298082,0.613693,A
1.1546972,0.24793926,0.513244,0.6373363,1.0554017,-0.42326078,0.28887448,0.52962035,0.723207,-0.1863626,0.09417261,0.5090576,0.620803,0.3177648,0.5500551,0.9738423,0.54058754,0.33636886,0.27700666,0.613693,A
1.1546972,0.23109761,-0.11815587,0.6373363,1.0554017,0.02685235,-0.14103916,0.52962035,0.723207,0.18559888,0.15990381,0.5090576,0.620803,0.46619424,0.5864644,0.9738423,0.54058754,0.2257923,0.17485341,0.613693,A
1.1546972,0.24108753,0.006700241,0.85447323,1.0554017,-0.058344875,-0.16091767,0.48461193,0.723207,0.14255278,0.2044528,0.74906725,0.620803,0.39970213,0.5068086,0.6357608,0.54058754,0.1167574,0.18420462,0.6118798,A
1.1546972,0.15337324,-0.04808866,0.45264482,1.0554017,-0.15135169,-0.063258104,0.4631661,0.723207,-0.30462918,-0.0164912,0.5691213,0.620803,0.30771366,0.4337534,0.454291,0.54058754,-0.003513405,0.26008362,0.5990714,A
1.1546972,0.1808314,0.7532624,0.69137937,1.0554017,-0.38508815,-0.40646973,-0.028088972,0.723207,-0.18306594,0.11249024,0.6758014,0.620803,0.58601356,0.3091286,0.6027293,0.54058754,0.3006177,0.35502428,0.4602769,A
1.1041678,0.08288096,0.6471304,0.6583147,1.1626073,-0.29298335,-0.5059097,0.51152265,1.1955642,0.111194834,0.13813698,0.8877634,0.9219646,0.572104,0.43644673,0.6211755,0.3467534,0.2454147,0.37568063,0.41282052,A
1.1041678,0.13051595,0.49789652,0.6189537,1.1626073,-0.2310989,-0.37340358,0.76834154,1.1955642,0.08020717,-0.20177017,0.8180143,0.9219646,0.5062646,0.49857712,0.61011916,0.3467534,0.100425534,0.46297327,0.2937489,A
1.1485392,0.13051595,0.49789652,0.6189537,1.1535591,-0.2310989,-0.37340358,0.76834154,1.1953535,0.08020717,-0.20177017,0.8180143,0.9382227,0.5062646,0.49857712,0.61011916,0.3282689,0.100425534,0.46297327,0.2937489,A
1.1485392,0.3556922,0.49789652,0.6189537,1.1535591,0.1262502,-0.37340358,0.76834154,1.1953535,0.27522615,-0.20177017,0.8180143,0.9382227,0.72455776,0.49857712,0.61011916,0.3282689,0.19629925,0.46297327,0.2937489,A
1.1485392,-0.008467088,0.49789652,0.6189537,1.1535591,0.10505879,-0.37340358,0.76834154,1.1953535,0.40852913,-0.20177017,0.8180143,0.9382227,0.8662135,0.49857712,0.61011916,0.3282689,0.63419515,0.46297327,0.2937489,A
1.1485392,0.3986473,0.43901056,0.6189537,1.1535591,-0.051777888,-0.0849,0.76834154,1.1953535,0.2572368,0.28268427,0.8180143,0.9382227,0.49561474,0.51394814,0.61011916,0.3282689,0.26076826,0.3967219,0.2937489,A
1.1485392,0.89835167,0.47578838,0.6189537,1.1535591,0.3380914,-0.038291704,0.76834154,1.1953535,0.112071484,0.28268427,0.8180143,0.9382227,0.24723616,0.53945494,0.61011916,0.3282689,-0.0695237,0.36756584,0.2937489,A
1.1485392,1.1251625,0.43535,0.6189537,1.1535591,0.5540372,-0.005060755,0.76834154,1.1953535,0.45015675,0.18570265,0.8180143,0.9382227,0.42267928,0.565873,0.61011916,0.3282689,0.18248492,0.31239954,0.2937489,A
1.1485392,1.0582824,0.43535,0.6189537,1.1535591,0.4396419,-0.005060755,0.76834154,1.1953535,0.44427752,0.18570265,0.8180143,0.9382227,0.5045937,0.565873,0.61011916,0.3282689,0.22185853,0.31239954,0.2937489,A
1.1485392,1.0582824,0.43535,0.6189537,1.1535591,0.4396419,-0.005060755,0.76834154,1.1953535,0.44427752,0.18570265,0.8180143,0.9382227,0.5045937,0.565873,0.61011916,0.3282689,0.22185853,0.31239954,0.2937489,A
1.1485392,1.0582824,0.43535,0.6189537,1.1535591,0.4396419,-0.005060755,0.76834154,1.1953535,0.44427752,0.18570265,0.8180143,0.9382227,0.5045937,0.565873,0.61011916,0.3282689,0.22185853,0.31239954,0.2937489,A
1.1485392,0.14269279,0.86906016,0.6189537,1.1535591,-0.06535127,-0.12536874,0.76834154,1.1953535,0.015662726,0.1385278,0.8180143,0.9382227,0.40756208,0.41176116,0.61011916,0.3282689,0.07540324,0.2702025,0.2937489,A
1.1485392,0.4072746,0.86223066,0.6189537,1.1535591,-0.17527346,-0.12863256,0.76834154,1.1953535,-0.07335034,0.005606274,0.8180143,0.9382227,0.41188377,0.4495746,0.61011916,0.3282689,0.21734343,0.071525544,0.2937489,A
1.1485392,0.5841069,0.6222794,0.6189537,1.1535591,-0.20386265,-0.10150175,0.76834154,1.1953535,-0.12548831,-0.060471974,0.8180143,0.9382227,0.34844923,0.47018912,0.61011916,0.3282689,0.12832761,-0.049715333,0.2937489,A
1.1485392,0.5013268,0.51636404,0.6189537,1.1535591,0.06892748,-0.015551386,0.76834154,1.1953535,-0.105305396,-0.090090506,0.8180143,0.9382227,0.11678393,0.16969705,0.61011916,0.3282689,0.1745574,-0.02816369,0.2937489,A
1.1485392,0.5658154,0.5426556,0.6189537,1.1535591,0.2075967,-0.07756166,0.76834154,1.1953535,-0.0945831,-0.11007761,0.8180143,0.9382227,0.08168502,0.15184252,0.61011916,0.3282689,0.15344836,-0.03281493,0.2937489,A
1.1485392,0.6239007,0.5820172,0.6189537,1.1535591,0.3267156,-0.22817813,0.76834154,1.1953535,-0.29023942,-0.25888714,0.8180143,0.9382227,0.038117345,0.17308955,0.61011916,0.3282689,0.15395904,-0.06979325,0.2937489,A
1.1485392,0.6239007,0.5820172,0.6189537,1.1535591,0.3267156,-0.22817813,0.76834154,1.1953535,-0.29023942,-0.25888714,0.8180143,0.9382227,0.038117345,0.17308955,0.61011916,0.3282689,0.15395904,-0.06979325,0.2937489,A
1.1485392,0.6239007,0.5820172,0.6189537,1.1535591,0.3267156,-0.22817813,0.76834154,1.1953535,-0.29023942,-0.25888714,0.8180143,0.9382227,0.038117345,0.17308955,0.61011916,0.3282689,0.15395904,-0.06979325,0.2937489,A
1.1485392,0.8901411,0.5820172,0.6189537,1.1535591,0.41076797,-0.22817813,0.76834154,1.1953535,0.60359854,-0.25888714,0.8180143,0.9382227,0.46617386,0.17308955,0.61011916,0.3282689,0.23927748,-0.06979325,0.2937489,A
1.1485392,0.9002427,0.6816824,0.6189537,1.1535591,0.5616823,0.40777826,0.76834154,1.1953535,0.42287716,0.5171292,0.8180143,0.9382227,0.33852348,0.19672991,0.61011916,0.3282689,0.28090718,0.26273578,0.2937489,A
1.1485392,0.7469835,0.7724523,0.6189537,1.1535591,0.41122872,0.5363487,0.76834154,1.1953535,0.43077877,0.5800852,0.8180143,0.9382227,0.29185632,0.299313,0.61011916,0.3282689,0.28788546,0.18810739,0.2937489,A
1.1485392,0.75562036,0.52479184,0.6189537,1.1535591,0.70767057,0.6033144,0.76834154,1.1953535,0.4553708,0.25342935,0.8180143,0.9382227,0.27579752,0.09489849,0.61011916,0.3282689,0.103756204,0.23824784,0.2937489,A
0.97829986,0.61182183,0.47875366,0.6189537,0.62995374,0.65351766,0.64377123,0.76834154,0.80602765,0.33803806,0.2589786,0.8180143,0.6274728,0.31422707,0.25596178,0.61011916,0.40961656,-0.028255785,0.25603393,0.2937489,A
1.4028567,0.47426203,0.68934864,0.6189537,1.0347133,0.084487416,0.51369315,0.76834154,0.8690086,0.056033436,-0.23779905,0.8180143,0.6536127,0.4492761,0.38327274,0.61011916,0.41875803,-0.02300176,0.03475248,0.2937489,A
1.6126375,0.5663852,0.95935124,0.6189537,1.250115,-0.12250725,0.60507935,0.76834154,0.8564006,0.27338687,0.4068116,0.8180143,0.704246,0.37145934,0.09227546,0.61011916,0.42984396,-0.0651896,0.008940043,0.2937489,A
0.8667882,0.584496,0.34503886,0.6189537,0.64605266,0.16713883,0.39925504,0.76834154,0.40716645,0.20463178,0.53311706,0.8180143,0.68624234,0.15052189,0.13738786,0.61011916,0.6269114,-0.037761137,-0.018991755,0.2937489,A
1.0592113,0.47231373,0.14238508,0.6189537,0.7412902,0.2194953,0.118364915,0.76834154,0.96463215,-0.04183929,0.40780723,0.8180143,0.83104783,0.2657286,0.21620122,0.61011916,0.4467634,0.13349709,0.18545914,0.2937489,A
1.0946642,0.25427273,0.59254843,0.6189537,0.80444914,-0.3169876,-0.14392225,0.76834154,0.9709723,-0.12972322,0.17491794,0.8180143,0.87601644,0.44056675,0.2967513,0.61011916,0.35428125,0.1472554,0.18761413,0.2937489,A
1.398116,0.34528255,0.74053293,0.6189537,1.0166812,-0.18864168,-0.19113089,0.76834154,0.7433692,-0.4425463,0.030526847,0.8180143,0.8511758,0.41008675,0.3553076,0.61011916,0.19205631,0.10659727,0.08128742,0.2937489,A
1.5003495,0.34528255,0.74053293,0.6189537,1.1463003,-0.18864168,-0.19113089,0.76834154,0.54858136,-0.4425463,0.030526847,0.8180143,0.71791065,0.41008675,0.3553076,0.61011916,0.15483259,0.10659727,0.08128742,0.2937489,A
1.0877619,1.1723905,1.114825,1.2867869,1.1210641,0.6063734,0.7017217,1.0859414,1.3808273,0.26042137,0.4599063,1.0575833,0.73407423,0.3457353,0.38989195,0.72567546,0.6015366,-0.0398806,0.25100726,0.47931516,A
1.1819686,0.9040792,0.7659431,0.77337563,1.2401594,0.5953801,0.36526364,0.8996385,1.3383988,0.293661,0.29446214,0.96319854,0.71611416,0.5738911,0.32146242,0.7135472,0.5389468,0.13518558,0.2979236,0.41654024,A
1.0925484,0.67372334,0.88052577,0.7462801,1.2632697,0.2357845,0.48450828,0.9662856,1.0708714,0.15565293,-0.055439744,0.39492568,0.5100342,0.6407725,0.4042906,0.65413165,0.544031,0.29143065,0.48870787,0.5539472,A
1.0925484,0.58080804,1.0216379,0.7462801,1.2632697,0.20236447,0.644553,0.9662856,1.0708714,0.1507505,-0.28038043,0.39492568,0.5100342,0.29301792,0.4825558,0.65413165,0.544031,0.14877869,0.5574358,0.5539472,A
1.0925484,0.58080804,1.0216379,0.7462801,1.2632697,0.20236447,0.644553,0.9662856,1.0708714,0.1507505,-0.28038043,0.39492568,0.5100342,0.29301792,0.4825558,0.65413165,0.544031,0.14877869,0.5574358,0.5539472,A
1.0925484,0.58080804,1.0216379,0.7462801,1.2632697,0.20236447,0.644553,0.9662856,1.0708714,0.1507505,-0.28038043,0.39492568,0.5100342,0.29301792,0.4825558,0.65413165,0.544031,0.14877869,0.5574358,0.5539472,A
1.0925484,0.58080804,1.0216379,0.7462801,1.2632697,0.20236447,0.644553,0.9662856,1.0708714,0.1507505,-0.28038043,0.39492568,0.5100342,0.29301792,0.4825558,0.65413165,0.544031,0.14877869,0.5574358,0.5539472,A
1.0925484,0.58080804,1.0216379,0.7462801,1.2632697,0.20236447,0.644553,0.9662856,1.0708714,0.1507505,-0.28038043,0.39492568,0.5100342,0.29301792,0.4825558,0.65413165,0.544031,0.14877869,0.5574358,0.5539472,A
1.0925484,0.35411245,0.18370019,0.7462801,1.2632697,0.29943484,-0.21894269,0.9662856,1.0708714,0.20324735,0.51074666,0.39492568,0.5100342,0.31714064,0.61106396,0.65413165,0.544031,0.202007,0.2571806,0.5539472,A
1.0925484,0.2958827,-0.1153766,0.7462801,1.2632697,0.2286791,-0.27346873,0.9662856,1.0708714,0.24817912,0.49199408,0.39492568,0.5100342,0.3716224,0.5567164,0.65413165,0.544031,0.14954951,0.27751547,0.5539472,A
0.5641699,-0.20435384,-0.15084745,0.15032032,0.50837165,-0.45891982,-0.38698006,0.19047548,1.045618,0.019855337,0.18444288,0.7297374,0.8117454,0.50314635,0.53446656,0.5960307,0.2402313,0.1922041,0.27127132,0.4077309,A
0.4184818,-0.33251694,-0.11096707,0.4277238,0.53718793,-0.20810755,-0.6048999,0.46427384,0.75784385,0.044221662,0.001934019,0.7972575,0.7426624,0.5973893,0.42566183,0.66271853,0.4129592,0.26004982,0.16323586,0.31361237,A
0.41056296,0.03582668,0.006108185,0.57484645,0.5075758,-0.052050836,-0.2738451,0.58135325,0.82071525,0.12247333,-0.06902732,0.7661931,0.66935265,0.46203354,0.39520866,0.6724957,0.40373552,0.08428112,0.1198641,0.29436243,A
